Sampling fequency [Hz]:	100	x-velocity [mm/s]: 	100	Track length [mm]:	10	Cycles:	9000
Fx	Fy	Fz	Tx	Ty	Tz	x-Position
-8.740	0.813	-16.295	0.077	-0.073	-0.041	1139.000
-6.211	0.378	-14.787	0.083	-0.054	-0.012	1139.000
-4.864	0.397	-16.012	0.080	-0.037	-0.042	1139.000
-5.087	0.051	-15.621	0.074	-0.033	-0.052	497.000
-5.195	0.386	-16.876	0.080	-0.032	-0.028	332.000
-7.185	-1.023	-15.938	0.072	-0.046	-0.036	332.000
-9.100	-2.079	-16.391	0.070	-0.047	-0.044	332.000
-3.721	1.774	-14.135	0.080	-0.114	-0.007	332.000
-3.842	-0.414	-16.944	0.075	-0.075	-0.039	3.000
-1.822	-0.085	-14.306	0.086	-0.026	-0.026	0.000
1.122	-0.512	-15.907	0.090	0.067	-0.009	10.000
0.799	-1.358	-13.869	0.121	0.054	-0.016	101.000
3.643	-1.084	-13.364	0.090	0.074	0.051	174.000
6.847	-0.072	-13.649	0.084	0.252	-0.001	255.000
7.049	-0.852	-17.993	0.094	0.150	0.072	255.000
9.117	0.322	-14.901	0.088	0.216	0.028	255.000
8.325	-0.647	-17.570	0.068	0.255	0.050	780.000
10.634	0.152	-18.140	0.083	0.246	0.056	1130.000
11.391	-0.163	-20.070	0.091	0.323	0.039	1130.000
12.161	0.380	-20.277	0.087	0.321	0.049	1130.000
12.276	0.542	-20.390	0.086	0.369	0.086	2107.000
13.475	0.250	-19.851	0.088	0.370	0.031	2250.000
13.875	0.149	-18.972	0.091	0.374	0.075	2250.000
14.947	0.058	-17.348	0.082	0.382	0.059	2250.000
13.078	0.400	-18.473	0.083	0.383	0.045	3622.000
16.080	0.174	-17.225	0.102	0.377	0.081	4109.000
14.142	0.087	-17.239	0.085	0.388	0.054	4109.000
14.030	0.070	-17.687	0.097	0.383	0.102	5085.000
16.191	0.054	-14.352	0.098	0.403	0.006	5419.000
15.998	0.265	-14.010	0.095	0.403	0.114	5419.000
17.828	-0.120	-12.544	0.091	0.408	0.059	5419.000
17.436	-0.364	-12.785	0.091	0.408	0.056	6521.000
18.355	-0.196	-11.636	0.098	0.411	0.096	6783.000
18.029	-0.568	-10.545	0.093	0.424	0.051	6783.000
16.426	-0.495	-11.298	0.098	0.425	0.080	6783.000
16.917	-0.010	-13.209	0.107	0.406	0.074	7546.000
18.223	-0.471	-8.897	0.109	0.436	0.084	7721.000
13.507	-2.269	-9.263	0.100	0.460	0.053	7801.000
20.205	1.027	-12.846	0.118	0.390	0.110	7801.000
15.234	-0.993	-9.195	0.094	0.450	0.061	7951.000
16.070	0.185	-12.858	0.102	0.414	0.071	7951.000
14.624	-0.709	-13.865	0.127	0.414	0.077	7951.000
15.478	-0.353	-14.654	0.124	0.402	0.067	8000.000
12.329	-0.169	-15.897	0.117	0.408	0.069	7988.000
5.787	-0.010	-20.920	0.122	0.402	0.024	7988.000
-2.915	0.667	-28.961	0.127	0.280	0.009	7988.000
1.220	1.278	-29.401	0.124	0.218	0.007	7741.000
-11.957	2.353	-29.643	0.076	0.119	-0.038	7619.000
-13.170	1.510	-28.704	0.120	-0.025	-0.042	7499.000
-12.791	-0.220	-25.663	0.124	0.032	-0.061	7499.000
-10.364	-0.349	-26.440	0.121	0.041	-0.044	7499.000
-9.957	-0.229	-23.956	0.128	0.069	-0.052	6693.000
-8.122	-0.376	-23.346	0.131	0.048	-0.045	6532.000
-11.345	-0.863	-25.560	0.124	0.033	-0.037	6072.000
-8.727	-0.479	-24.363	0.112	0.091	-0.035	6072.000
-10.070	-0.382	-22.844	0.115	0.002	-0.027	5281.000
-4.805	-0.082	-22.821	0.100	0.033	-0.030	5281.000
-8.286	-0.653	-20.167	0.100	0.041	-0.041	5281.000
-0.496	-0.072	-18.900	0.112	0.006	-0.004	5281.000
-8.165	-0.245	-22.086	0.092	-0.050	-0.036	3603.000
-8.218	1.616	-22.982	0.123	0.052	-0.045	3241.000
-3.285	0.579	-20.676	0.106	-0.030	-0.009	2937.000
-1.388	-0.075	-22.090	0.093	0.074	-0.039	2937.000
-4.057	-0.912	-21.258	0.102	0.040	-0.014	2937.000
-2.233	0.205	-18.272	0.096	-0.034	-0.071	1524.000
-4.539	0.039	-19.980	0.092	-0.061	0.015	1467.000
-5.848	-0.425	-19.051	0.092	-0.028	-0.034	1467.000
-5.649	0.325	-18.624	0.091	-0.073	-0.051	1467.000
-4.880	0.656	-19.262	0.083	-0.135	0.009	531.000
-4.687	-0.338	-14.108	0.076	-0.021	-0.048	489.000
-4.493	0.571	-12.537	0.084	-0.061	-0.017	215.000
-1.077	1.202	-10.937	0.080	-0.175	0.004	186.000
-9.052	-1.023	-15.439	0.074	0.011	-0.061	186.000
-3.234	-0.474	-13.142	0.076	-0.129	-0.008	186.000
-3.720	-0.320	-15.056	0.081	-0.040	-0.031	186.000
-3.259	-0.295	-14.573	0.079	-0.038	-0.039	186.000
-3.800	0.022	-15.387	0.081	-0.063	-0.011	2.000
0.527	-0.676	-13.772	0.082	0.040	-0.024	26.000
2.408	-1.818	-12.713	0.117	0.111	0.006	26.000
0.028	-2.835	-15.061	0.095	0.144	-0.003	26.000
11.272	0.580	-11.521	0.084	0.241	0.026	276.000
6.786	-1.544	-17.913	0.088	0.232	0.051	446.000
11.430	-0.255	-19.020	0.093	0.260	0.050	686.000
11.517	0.492	-18.579	0.086	0.315	0.037	686.000
11.878	0.103	-20.596	0.077	0.282	0.072	686.000
12.038	0.626	-19.390	0.090	0.355	0.023	686.000
12.779	0.494	-21.053	0.082	0.339	0.084	1582.000
13.257	0.435	-20.691	0.084	0.364	0.037	2138.000
14.484	0.277	-20.483	0.089	0.358	0.078	2485.000
14.680	0.542	-18.145	0.096	0.376	0.066	2584.000
15.010	0.192	-17.062	0.087	0.384	0.070	2584.000
14.001	0.555	-19.270	0.087	0.371	0.052	2584.000
15.617	0.626	-16.628	0.105	0.384	0.071	4175.000
15.319	0.316	-16.466	0.085	0.388	0.057	4175.000
14.528	0.348	-16.526	0.094	0.390	0.103	4175.000
16.513	-0.051	-14.709	0.087	0.398	0.020	4175.000
16.223	0.368	-14.185	0.088	0.400	0.102	4175.000
17.286	-0.240	-13.103	0.100	0.406	0.067	4175.000
17.170	-0.127	-12.922	0.097	0.408	0.062	6624.000
17.541	-0.029	-11.417	0.102	0.417	0.099	6921.000
17.808	0.073	-12.578	0.106	0.408	0.054	6921.000
18.236	-0.059	-11.098	0.103	0.417	0.088	6921.000
18.356	-0.367	-11.616	0.096	0.412	0.083	7476.000
19.873	-0.083	-8.246	0.106	0.432	0.094	7734.000
18.395	-0.687	-8.356	0.107	0.440	0.072	7830.000
18.129	-0.710	-12.489	0.097	0.405	0.123	7858.000
16.493	-0.379	-6.532	0.106	0.466	0.043	7858.000
17.925	-0.264	-13.578	0.102	0.397	0.107	7858.000
16.365	-0.210	-12.709	0.124	0.414	0.069	8000.000
13.843	-0.152	-15.968	0.123	0.399	0.077	7972.000
8.402	-0.580	-16.701	0.113	0.424	0.031	7972.000
4.291	-0.095	-29.900	0.132	0.336	0.008	7972.000
-4.629	0.245	-31.201	0.129	0.258	-0.009	7972.000
-10.596	2.379	-28.372	0.085	0.026	-0.040	7638.000
-13.618	0.890	-30.608	0.131	0.037	-0.058	7638.000
-11.244	0.255	-28.249	0.144	0.048	-0.047	7142.000
-10.111	-0.195	-28.280	0.144	0.049	-0.067	7142.000
-9.497	-0.358	-26.752	0.138	0.094	-0.039	6594.000
-7.039	-0.535	-27.946	0.144	0.116	-0.077	6322.000
-10.460	-0.363	-26.792	0.142	0.086	-0.036	6322.000
-8.288	-0.367	-27.793	0.145	0.073	-0.032	5566.000
-5.098	0.202	-25.377	0.134	0.063	-0.061	5246.000
-3.994	-0.417	-23.773	0.122	0.012	-0.036	4971.000
-9.759	-0.585	-25.690	0.128	-0.089	-0.036	4971.000
-7.277	-0.239	-18.810	0.117	0.003	-0.054	4971.000
-5.599	0.469	-21.268	0.100	0.023	-0.035	3366.000
-10.631	0.561	-23.526	0.107	-0.056	-0.043	3366.000
-4.616	0.319	-19.205	0.101	-0.136	-0.009	2517.000
-8.298	-0.499	-21.211	0.094	-0.111	-0.052	2358.000
-7.680	-0.293	-23.045	0.098	-0.087	-0.014	2358.000
-4.245	0.743	-21.700	0.099	-0.058	-0.060	1395.000
-6.671	-0.641	-21.227	0.098	-0.077	-0.011	1395.000
-7.417	0.617	-22.500	0.095	-0.092	-0.038	1395.000
-4.566	0.614	-18.689	0.103	-0.118	-0.054	1395.000
-6.468	-0.234	-19.512	0.097	-0.062	-0.010	581.000
-7.183	-0.401	-18.484	0.091	-0.065	-0.042	441.000
-3.283	0.805	-14.713	0.099	-0.073	-0.023	192.000
-2.059	1.560	-14.963	0.093	-0.069	-0.021	131.000
-9.421	-1.721	-14.809	0.075	-0.096	-0.025	131.000
-6.971	0.708	-17.567	0.090	-0.156	-0.033	10.000
-8.910	0.345	-18.052	0.094	-0.156	-0.033	10.000
-7.300	0.009	-18.510	0.096	-0.133	-0.038	10.000
-6.590	0.091	-19.900	0.100	-0.086	-0.030	10.000
-5.478	-0.036	-19.149	0.100	-0.087	-0.043	10.000
-6.978	0.119	-19.434	0.098	-0.107	-0.032	0.000
-5.457	-0.052	-18.894	0.096	-0.100	-0.019	2.000
-4.684	-0.214	-20.836	0.112	-0.019	0.002	2.000
2.147	-0.523	-19.749	0.100	-0.096	0.014	170.000
4.025	-2.069	-21.223	0.139	0.168	0.017	170.000
14.318	-1.792	-21.486	0.128	0.335	0.073	170.000
14.311	0.235	-21.658	0.099	0.350	0.048	170.000
13.840	-0.528	-23.118	0.095	0.340	0.075	831.000
13.857	0.255	-20.087	0.106	0.365	0.058	1051.000
14.661	0.113	-21.314	0.096	0.350	0.065	1051.000
14.310	0.783	-20.084	0.099	0.361	0.079	1051.000
14.911	0.142	-21.531	0.103	0.347	0.058	2036.000
15.828	-0.060	-19.433	0.104	0.360	0.069	2036.000
16.350	0.292	-19.167	0.102	0.359	0.079	2036.000
15.016	0.089	-19.771	0.101	0.361	0.083	3335.000
15.631	0.002	-17.978	0.115	0.374	0.051	3335.000
16.913	-0.349	-16.431	0.103	0.379	0.092	3335.000
15.780	0.115	-17.221	0.103	0.378	0.091	4569.000
15.968	-0.171	-16.420	0.108	0.386	0.046	5088.000
18.159	-0.106	-14.620	0.107	0.387	0.098	5220.000
16.624	-0.052	-13.973	0.103	0.402	0.070	5989.000
17.623	-0.458	-13.692	0.107	0.399	0.076	5989.000
17.653	-0.429	-13.301	0.123	0.401	0.102	5989.000
17.254	-0.245	-13.365	0.115	0.405	0.048	5989.000
17.702	-0.104	-11.294	0.117	0.417	0.114	7152.000
16.911	-0.448	-12.400	0.110	0.414	0.070	7216.000
19.006	0.123	-10.398	0.107	0.419	0.072	7216.000
18.973	-0.555	-8.803	0.102	0.433	0.076	7216.000
16.669	0.792	-12.808	0.115	0.409	0.114	7783.000
20.700	1.535	-9.127	0.135	0.421	0.041	7918.000
16.943	-0.689	-14.251	0.104	0.397	0.105	7918.000
17.586	0.085	-9.086	0.114	0.437	0.073	7918.000
19.026	-0.593	-9.353	0.096	0.428	0.068	8000.000
17.104	0.173	-11.917	0.103	0.416	0.076	7998.000
10.824	-0.388	-18.664	0.132	0.394	0.060	7998.000
5.527	0.010	-24.566	0.128	0.373	0.029	7930.000
4.067	0.799	-30.974	0.144	0.300	0.019	7930.000
-5.289	1.013	-32.593	0.122	0.305	-0.023	7930.000
-14.871	2.093	-30.223	0.098	-0.036	-0.040	7537.000
-16.679	0.978	-32.275	0.145	-0.016	-0.071	7537.000
-11.949	-0.370	-30.428	0.147	0.085	-0.064	7075.000
-11.249	0.207	-31.024	0.159	0.054	-0.054	7075.000
-10.313	-0.906	-27.952	0.148	0.023	-0.056	7075.000
-8.721	-0.515	-28.126	0.144	0.089	-0.053	6190.000
-10.373	-0.571	-30.274	0.143	0.083	-0.052	5967.000
-10.711	-0.130	-25.345	0.129	0.014	-0.009	5573.000
-8.994	-0.612	-26.198	0.134	0.069	-0.055	5270.000
-12.294	1.128	-25.925	0.117	-0.087	-0.064	5270.000
-8.444	0.717	-25.073	0.129	-0.081	-0.030	4081.000
-11.395	-1.506	-26.063	0.118	0.046	-0.064	3794.000
-8.435	-0.706	-22.921	0.121	-0.003	-0.009	3391.000
-2.082	0.255	-20.912	0.120	-0.006	-0.043	3391.000
-4.719	-0.511	-24.558	0.118	-0.013	-0.026	3391.000
-7.081	-0.761	-21.393	0.121	0.039	-0.018	2105.000
-2.542	0.432	-19.379	0.114	-0.069	-0.053	1717.000
-8.129	0.166	-20.429	0.100	-0.107	-0.005	1413.000
-7.290	-0.761	-22.536	0.107	-0.016	-0.049	1216.000
-2.439	0.563	-19.213	0.110	-0.022	-0.039	1216.000
-5.735	-0.344	-21.602	0.109	-0.048	-0.029	1216.000
-7.003	-0.425	-19.230	0.100	-0.081	-0.031	407.000
-6.697	0.595	-16.926	0.096	-0.159	-0.029	407.000
-12.031	-0.470	-18.047	0.091	-0.010	-0.065	184.000
-4.189	0.524	-15.713	0.090	-0.150	-0.026	97.000
-7.476	-0.889	-17.052	0.090	-0.042	-0.048	97.000
-3.799	-0.339	-15.068	0.093	-0.074	-0.035	3.000
-5.768	-0.590	-17.705	0.091	-0.080	-0.031	2.000
-3.571	-0.020	-16.024	0.086	-0.034	-0.014	21.000
2.399	-1.794	-16.835	0.100	0.105	-0.016	99.000
4.595	-1.703	-17.757	0.153	0.066	0.037	200.000
14.171	-1.118	-17.909	0.129	0.303	0.031	234.000
12.887	-1.046	-22.929	0.073	0.318	0.069	234.000
16.382	0.968	-18.205	0.094	0.367	0.055	234.000
13.432	-0.452	-19.480	0.089	0.373	0.053	848.000
16.903	0.534	-19.355	0.085	0.355	0.067	1110.000
16.593	0.397	-18.554	0.091	0.363	0.068	1437.000
17.802	0.452	-18.085	0.090	0.360	0.078	1512.000
17.387	0.315	-17.278	0.090	0.370	0.059	2058.000
17.872	0.356	-16.778	0.095	0.372	0.059	2544.000
18.603	0.418	-17.169	0.101	0.363	0.080	2637.000
18.711	0.140	-15.519	0.107	0.378	0.058	2637.000
20.603	0.420	-14.620	0.097	0.374	0.097	2637.000
17.998	0.369	-16.187	0.101	0.376	0.068	4396.000
20.907	-0.093	-12.736	0.114	0.388	0.108	4818.000
17.627	-0.076	-14.725	0.105	0.391	0.056	4818.000
19.443	0.190	-13.028	0.103	0.394	0.087	4818.000
19.383	0.144	-11.784	0.113	0.405	0.077	6076.000
19.965	-0.407	-11.452	0.120	0.405	0.087	6410.000
20.917	-0.280	-10.006	0.120	0.412	0.093	6507.000
21.068	-0.057	-9.915	0.115	0.412	0.086	6507.000
20.997	-0.259	-8.938	0.118	0.420	0.099	6507.000
20.299	-0.462	-9.352	0.118	0.421	0.074	7306.000
22.617	-0.276	-7.882	0.116	0.420	0.109	7306.000
22.494	-0.377	-6.559	0.113	0.433	0.076	7725.000
20.089	-2.276	-5.932	0.112	0.453	0.079	7725.000
25.259	0.472	-10.205	0.120	0.385	0.120	7725.000
17.144	-0.771	-9.762	0.139	0.435	0.081	7981.000
19.365	0.254	-11.913	0.130	0.404	0.081	8000.000
13.152	0.015	-15.919	0.119	0.404	0.072	7977.000
12.211	-0.107	-20.439	0.142	0.372	0.038	7977.000
2.251	0.110	-24.432	0.172	0.393	-0.008	7842.000
0.860	1.333	-32.840	0.153	0.317	0.008	7706.000
-12.171	2.536	-36.875	0.089	0.173	-0.035	7706.000
-16.536	2.081	-32.472	0.121	-0.054	-0.060	7386.000
-19.087	0.060	-33.435	0.156	0.003	-0.085	7251.000
-12.390	-0.167	-30.232	0.154	0.041	-0.055	7093.000
-9.975	-0.518	-28.538	0.159	0.029	-0.052	7093.000
-8.816	-0.559	-27.448	0.148	0.094	-0.064	6366.000
-11.160	-0.067	-27.643	0.149	0.039	-0.057	6052.000
-7.706	0.147	-26.789	0.135	-0.004	-0.056	5809.000
-5.021	-1.356	-21.890	0.129	-0.007	-0.049	5809.000
-10.483	-0.721	-23.727	0.120	-0.002	-0.026	5809.000
-11.345	-1.083	-25.716	0.120	0.017	-0.001	4312.000
-4.851	0.170	-24.511	0.137	0.004	-0.057	3911.000
-6.704	0.488	-25.230	0.115	-0.059	-0.036	3911.000
-7.283	1.141	-27.991	0.117	-0.019	-0.027	3911.000
-9.903	0.020	-31.595	0.123	-0.054	-0.081	2512.000
-5.503	-0.065	-27.248	0.099	0.101	-0.058	2142.000
-4.290	0.370	-27.118	0.150	0.042	-0.017	2046.000
-2.850	0.220	-23.786	0.117	-0.022	-0.044	2046.000
-10.403	-0.809	-21.543	0.104	-0.066	-0.030	2046.000
-5.182	0.877	-19.735	0.115	-0.097	-0.020	889.000
-5.397	0.082	-22.055	0.102	-0.077	-0.045	656.000
-5.359	-0.641	-18.760	0.098	-0.074	-0.021	488.000
-5.618	0.183	-19.802	0.107	-0.068	-0.041	440.000
-8.128	-0.278	-21.102	0.099	-0.118	-0.055	440.000
-5.495	-1.286	-15.425	0.088	-0.156	-0.011	440.000
-9.686	0.538	-19.528	0.095	-0.132	-0.050	60.000
-4.181	-0.233	-15.534	0.085	-0.072	-0.034	3.000
-6.657	-0.431	-16.787	0.086	-0.142	-0.023	0.000
-8.445	-0.201	-16.485	0.087	-0.145	-0.030	0.000
-6.862	-0.191	-14.660	0.082	-0.133	-0.039	0.000
-7.252	-0.140	-15.398	0.086	-0.129	-0.025	0.000
-5.530	-0.356	-16.205	0.088	-0.099	-0.037	2.000
-1.171	-0.435	-16.503	0.091	0.023	-0.017	21.000
5.179	-1.437	-18.987	0.128	0.161	-0.002	73.000
11.348	-1.817	-20.456	0.169	0.028	0.024	73.000
9.882	-1.981	-21.663	0.115	0.355	0.034	73.000
14.519	0.593	-22.986	0.094	0.321	0.052	450.000
16.390	0.015	-18.569	0.108	0.365	0.048	650.000
14.974	-0.532	-21.177	0.088	0.349	0.088	650.000
16.405	0.673	-17.511	0.088	0.373	0.059	650.000
17.069	0.030	-18.749	0.082	0.359	0.066	1469.000
18.226	0.193	-16.757	0.087	0.369	0.074	1697.000
18.858	0.521	-17.664	0.089	0.359	0.052	2014.000
18.550	0.316	-16.076	0.096	0.373	0.082	2014.000
18.992	0.126	-16.311	0.101	0.369	0.081	2014.000
19.746	-0.017	-15.511	0.096	0.372	0.083	3330.000
19.331	0.275	-15.475	0.095	0.374	0.077	3330.000
19.296	-0.215	-14.691	0.109	0.380	0.104	3330.000
19.482	0.232	-14.867	0.111	0.380	0.045	4614.000
18.361	0.011	-13.231	0.108	0.398	0.095	5243.000
19.268	0.356	-14.391	0.106	0.383	0.085	5532.000
20.068	-0.474	-10.856	0.115	0.410	0.077	5532.000
19.545	0.068	-11.778	0.124	0.404	0.096	5532.000
21.222	-0.578	-9.691	0.114	0.413	0.085	6579.000
20.797	-0.480	-10.474	0.110	0.409	0.080	6579.000
20.477	-0.665	-8.587	0.123	0.425	0.113	7187.000
19.106	-0.921	-10.315	0.123	0.420	0.072	7389.000
23.755	-0.117	-6.428	0.120	0.426	0.112	7443.000
23.659	-0.203	-6.496	0.107	0.427	0.088	7443.000
18.219	-1.239	-8.451	0.106	0.440	0.101	7848.000
23.864	0.669	-6.751	0.130	0.424	0.067	7881.000
20.634	-0.550	-11.330	0.132	0.401	0.122	7881.000
18.451	0.110	-10.030	0.131	0.425	0.064	7881.000
18.218	-0.113	-11.656	0.124	0.412	0.096	8000.000
19.325	-0.284	-10.203	0.128	0.420	0.066	7997.000
12.977	0.146	-16.528	0.125	0.401	0.042	7997.000
0.651	0.358	-27.522	0.125	0.374	0.016	7997.000
3.125	1.359	-31.807	0.151	0.264	-0.006	7759.000
-6.550	1.026	-36.068	0.141	0.341	-0.011	7759.000
-12.706	1.775	-34.215	0.137	0.061	-0.052	7759.000
-17.728	0.485	-35.427	0.156	0.036	-0.082	7349.000
-11.911	0.052	-32.828	0.159	0.124	-0.061	7349.000
-12.459	-0.571	-34.245	0.175	0.048	-0.068	6889.000
-13.855	-0.491	-32.716	0.167	0.017	-0.074	6889.000
-9.297	-0.331	-32.262	0.163	0.074	-0.067	6889.000
-9.749	-0.612	-31.432	0.170	0.030	-0.048	5733.000
-15.146	-0.995	-31.064	0.157	0.085	-0.052	5370.000
-8.906	2.018	-33.459	0.151	-0.065	-0.095	5370.000
-14.767	-0.575	-31.633	0.150	-0.054	-0.016	5370.000
-11.921	-0.836	-30.188	0.145	0.082	-0.049	3903.000
-5.391	1.410	-28.348	0.153	-0.078	-0.080	3903.000
-7.254	-1.327	-26.549	0.140	0.009	-0.019	3903.000
-9.895	-0.340	-24.598	0.124	-0.074	-0.054	2761.000
-5.905	0.477	-24.106	0.131	-0.022	-0.033	2761.000
-5.993	0.634	-26.485	0.134	-0.102	-0.061	2761.000
-12.233	-1.347	-25.006	0.123	-0.056	-0.004	2761.000
-4.648	0.895	-22.287	0.128	-0.133	-0.060	1213.000
-6.886	-0.969	-23.997	0.111	-0.073	-0.036	988.000
-9.317	0.047	-22.414	0.122	-0.069	-0.032	813.000
-2.534	0.417	-20.624	0.121	-0.101	-0.055	813.000
-10.615	-1.046	-21.119	0.108	-0.119	-0.028	354.000
-7.620	0.292	-19.144	0.111	-0.131	-0.038	215.000
-8.623	0.153	-19.184	0.103	-0.106	-0.059	215.000
-9.843	0.564	-22.468	0.111	-0.164	-0.059	54.000
-9.633	-0.885	-16.022	0.096	-0.174	-0.028	41.000
-6.878	0.154	-16.488	0.094	-0.161	-0.036	41.000
-8.110	-0.115	-19.093	0.102	-0.129	-0.034	41.000
-6.057	-0.114	-18.399	0.105	-0.112	-0.037	41.000
-6.267	-0.338	-17.933	0.100	-0.094	-0.045	41.000
-6.906	-0.129	-18.415	0.101	-0.124	-0.031	0.000
-5.995	-0.272	-17.279	0.094	-0.078	-0.031	12.000
0.969	-0.353	-17.212	0.091	0.001	-0.006	42.000
4.450	-1.869	-17.854	0.136	0.093	0.005	132.000
5.419	-2.096	-17.680	0.142	0.186	-0.020	195.000
13.751	-0.063	-19.876	0.088	0.303	0.067	195.000
15.164	-0.259	-18.875	0.078	0.370	0.041	584.000
14.572	-0.829	-19.954	0.080	0.363	0.076	805.000
16.605	0.220	-17.274	0.084	0.375	0.050	858.000
15.391	0.071	-19.406	0.073	0.362	0.072	858.000
16.288	0.551	-18.340	0.090	0.367	0.055	858.000
16.247	-0.198	-18.412	0.089	0.367	0.060	1847.000
17.875	0.515	-17.309	0.097	0.367	0.067	2199.000
18.598	0.261	-17.536	0.099	0.361	0.075	2430.000
17.652	0.204	-16.977	0.110	0.370	0.085	3027.000
19.719	0.041	-14.692	0.112	0.379	0.075	3440.000
18.377	0.271	-16.749	0.099	0.368	0.081	3440.000
21.121	0.066	-11.378	0.119	0.399	0.075	4645.000
17.817	-0.049	-15.947	0.106	0.379	0.068	4645.000
19.792	0.285	-12.308	0.105	0.397	0.109	4645.000
20.317	-0.367	-11.381	0.109	0.405	0.061	4645.000
20.802	-0.231	-10.971	0.124	0.403	0.110	4645.000
20.565	-0.544	-10.186	0.122	0.414	0.062	4645.000
21.352	-0.441	-10.249	0.119	0.406	0.120	6830.000
20.958	-0.386	-9.712	0.123	0.415	0.067	6983.000
20.650	-0.824	-9.100	0.132	0.420	0.125	7208.000
23.745	-0.198	-8.456	0.128	0.411	0.066	7208.000
23.603	-0.187	-6.353	0.128	0.426	0.135	7208.000
