Sampling fequency [Hz]:	100	x-velocity [mm/s]: 	100	Track length [mm]:	10	Cycles:	9000
Fx	Fy	Fz	Tx	Ty	Tz	x-Position
-2.735	0.402	-17.000	0.113	-0.047	-0.010	12.000
-2.166	0.237	-20.613	0.117	-0.014	-0.012	12.000
-2.771	0.025	-18.769	0.115	-0.014	-0.004	12.000
-2.047	-0.041	-19.776	0.121	0.013	-0.016	0.000
-0.833	-0.100	-20.267	0.127	0.025	-0.013	0.000
-1.011	-0.061	-21.121	0.133	0.050	-0.005	11.000
4.408	0.040	-22.389	0.132	0.118	0.004	11.000
5.117	-0.386	-21.002	0.148	0.213	0.019	11.000
5.197	-0.887	-22.412	0.130	0.250	-0.001	244.000
3.178	-1.236	-20.914	0.132	0.144	0.032	244.000
4.347	0.198	-21.024	0.140	0.132	0.025	244.000
2.457	-0.811	-20.844	0.131	0.171	-0.006	768.000
5.126	0.112	-22.172	0.144	0.171	0.042	982.000
3.805	-0.614	-22.777	0.142	0.195	0.003	982.000
5.113	0.170	-22.607	0.150	0.219	0.020	982.000
4.110	-0.042	-23.256	0.146	0.217	0.048	1754.000
3.894	-0.736	-22.890	0.141	0.229	-0.021	2087.000
4.704	-0.295	-23.813	0.149	0.225	0.053	2087.000
4.186	-0.328	-25.086	0.150	0.246	-0.031	2087.000
3.873	-0.986	-24.357	0.152	0.252	0.066	3467.000
4.750	-0.272	-23.865	0.146	0.301	-0.063	3467.000
3.689	-0.346	-24.218	0.160	0.284	0.094	3467.000
2.387	0.333	-25.590	0.153	0.269	0.017	4959.000
4.003	-0.452	-25.068	0.150	0.310	0.010	5269.000
3.923	-0.357	-25.451	0.156	0.336	0.001	5563.000
6.056	0.006	-24.164	0.150	0.372	0.064	5563.000
5.742	-0.474	-25.268	0.152	0.369	-0.032	5563.000
5.600	-0.670	-24.111	0.149	0.378	0.015	6690.000
5.000	-0.080	-23.458	0.158	0.386	0.001	6975.000
3.542	-0.391	-23.308	0.145	0.354	0.018	6975.000
5.847	0.058	-23.296	0.148	0.332	0.028	6975.000
3.512	-0.491	-23.861	0.146	0.380	-0.004	6975.000
5.082	0.179	-23.274	0.150	0.366	0.057	7760.000
11.675	1.599	-22.013	0.146	0.264	0.007	7802.000
0.786	-1.241	-21.936	0.137	0.421	0.028	7802.000
7.153	0.305	-21.113	0.139	0.393	0.023	7802.000
3.991	-0.755	-23.837	0.143	0.388	0.022	8000.000
1.725	-0.434	-21.794	0.127	0.292	-0.005	7997.000
-1.559	-0.031	-20.606	0.127	0.251	-0.012	7997.000
1.957	-0.800	-22.605	0.150	0.273	-0.002	7896.000
3.338	1.571	-19.331	0.134	0.169	-0.031	7783.000
-1.063	-0.317	-20.332	0.117	0.258	-0.021	7694.000
-1.215	-0.957	-18.639	0.119	0.212	-0.033	7694.000
0.107	-0.124	-18.743	0.120	0.159	-0.012	7694.000
-3.587	-0.193	-18.015	0.114	0.162	-0.036	7029.000
-1.903	0.144	-18.007	0.110	0.143	-0.005	6799.000
-4.208	0.638	-18.277	0.118	0.143	-0.026	6799.000
-0.300	-0.294	-15.157	0.103	0.126	0.020	6799.000
-1.405	-0.915	-15.993	0.097	0.135	-0.028	5926.000
-2.660	0.229	-16.617	0.102	0.129	-0.032	5437.000
0.915	-0.796	-14.741	0.108	0.074	0.039	5105.000
-3.688	0.091	-17.729	0.089	0.125	-0.053	5105.000
1.336	-0.649	-14.207	0.100	0.076	-0.030	5105.000
-3.382	0.064	-16.860	0.099	0.117	0.039	3540.000
0.393	-1.162	-13.040	0.087	0.056	-0.093	3540.000
-2.469	0.542	-16.742	0.098	0.039	0.082	3540.000
0.488	-0.648	-14.597	0.090	0.084	-0.102	2279.000
-2.144	0.691	-15.037	0.108	0.064	0.079	1898.000
0.766	-0.528	-15.457	0.091	0.074	-0.090	1814.000
-1.536	-0.338	-14.488	0.101	0.039	0.034	1814.000
-0.395	-0.457	-13.889	0.086	0.008	-0.011	1814.000
-0.946	-0.556	-16.340	0.105	0.011	-0.031	868.000
-3.746	-0.511	-14.675	0.095	0.023	-0.006	868.000
-2.464	0.389	-14.844	0.099	-0.036	-0.003	868.000
-2.732	0.085	-13.242	0.094	-0.014	-0.021	269.000
-9.915	-1.001	-16.316	0.095	0.022	-0.029	269.000
0.160	0.540	-14.944	0.107	0.010	-0.019	73.000
-3.246	-1.000	-16.870	0.096	0.015	-0.010	23.000
-0.966	0.301	-16.455	0.104	0.014	-0.009	23.000
-3.192	-0.247	-16.243	0.106	-0.026	-0.019	23.000
-2.324	0.134	-17.221	0.114	-0.017	-0.006	0.000
-0.056	-0.242	-18.791	0.120	0.030	-0.003	0.000
-1.928	0.041	-17.768	0.100	0.092	-0.001	0.000
0.042	-0.186	-20.265	0.105	0.114	0.031	93.000
1.390	0.541	-17.062	0.127	0.115	0.012	93.000
4.141	-0.140	-19.209	0.117	0.162	0.014	417.000
3.054	0.061	-19.945	0.121	0.146	0.026	417.000
4.890	-0.240	-20.448	0.125	0.140	0.008	764.000
2.864	-0.084	-20.917	0.130	0.176	0.015	968.000
4.387	-0.265	-21.749	0.133	0.176	0.040	1232.000
3.495	-0.202	-22.016	0.135	0.183	-0.004	1232.000
4.925	-0.045	-22.665	0.144	0.196	0.027	1901.000
3.961	-0.296	-22.758	0.140	0.216	0.004	1901.000
4.049	-0.011	-23.980	0.147	0.225	0.024	2721.000
4.955	0.005	-23.437	0.151	0.231	0.027	2891.000
4.912	-0.555	-23.942	0.145	0.296	0.017	2891.000
2.204	-0.482	-24.573	0.152	0.249	-0.026	2891.000
6.289	-0.037	-25.471	0.146	0.330	0.072	4702.000
4.814	-1.309	-24.912	0.153	0.315	-0.085	4702.000
5.171	-0.404	-24.226	0.147	0.329	0.113	4702.000
3.795	-0.381	-24.766	0.152	0.331	-0.057	4702.000
2.773	-0.250	-24.675	0.156	0.318	0.062	6297.000
3.349	-0.006	-24.878	0.149	0.345	-0.006	6435.000
2.023	0.203	-22.953	0.139	0.329	0.075	6642.000
3.504	-0.237	-24.661	0.138	0.345	-0.030	6642.000
5.048	-0.498	-24.592	0.141	0.364	0.021	7331.000
3.657	-0.558	-22.881	0.139	0.398	0.019	7510.000
4.422	-0.459	-23.705	0.141	0.374	0.008	7510.000
3.456	-1.024	-21.810	0.128	0.383	0.051	7510.000
-0.972	-1.767	-23.305	0.123	0.357	-0.007	7905.000
7.210	0.337	-18.856	0.130	0.326	0.040	7959.000
0.381	-0.800	-20.484	0.120	0.321	0.003	7996.000
3.519	0.124	-18.375	0.119	0.278	0.026	7996.000
2.898	-0.451	-19.703	0.122	0.300	0.004	8000.000
4.242	-0.289	-18.958	0.122	0.338	0.009	7995.000
2.256	-0.425	-20.314	0.123	0.296	-0.014	7982.000
-2.558	-0.557	-16.997	0.133	0.158	-0.006	7982.000
-0.408	-0.194	-17.948	0.117	0.141	0.003	7982.000
-8.085	-1.874	-16.850	0.112	0.125	-0.023	7656.000
-2.640	0.538	-15.774	0.115	0.068	-0.020	7582.000
-5.476	-0.494	-17.997	0.106	0.145	-0.013	7582.000
-3.330	0.424	-16.482	0.105	0.139	-0.026	7582.000
-4.328	0.488	-18.671	0.111	0.153	-0.009	6800.000
-1.234	-0.241	-15.432	0.108	0.124	-0.008	6549.000
-0.371	-0.893	-17.027	0.106	0.148	-0.001	6353.000
-4.323	0.410	-17.296	0.110	0.147	-0.048	6353.000
-0.407	-0.238	-15.440	0.105	0.112	0.043	6353.000
-2.329	-0.323	-17.226	0.098	0.130	-0.036	5149.000
0.239	-0.518	-14.811	0.100	0.134	-0.027	5007.000
-2.643	0.137	-16.540	0.108	0.131	0.048	4165.000
1.230	-0.447	-15.973	0.112	0.108	-0.033	4165.000
-2.007	-0.607	-18.508	0.099	0.078	-0.049	4165.000
2.756	-0.529	-14.277	0.105	0.089	0.081	4165.000
-2.495	-0.263	-19.267	0.106	0.056	-0.129	2296.000
0.176	-0.293	-13.873	0.101	0.077	0.061	1936.000
-2.983	0.413	-17.103	0.116	0.029	-0.036	1936.000
-1.872	-0.903	-14.785	0.092	-0.008	-0.008	1254.000
-2.842	0.077	-17.888	0.108	0.017	-0.042	1040.000
-1.231	-0.565	-15.326	0.107	0.019	0.028	1040.000
-1.551	-0.133	-17.135	0.104	0.027	-0.031	1040.000
-1.073	-0.033	-15.483	0.106	0.016	-0.026	1040.000
-1.481	0.104	-16.724	0.104	0.015	-0.001	248.000
-1.644	0.575	-15.742	0.113	0.010	-0.014	218.000
-3.591	-0.274	-16.744	0.111	0.025	-0.028	218.000
0.699	-0.125	-15.964	0.112	-0.019	0.007	218.000
-0.785	-0.018	-16.160	0.119	0.001	-0.023	0.000
0.103	-0.594	-18.635	0.120	0.072	-0.008	0.000
2.953	0.127	-19.744	0.110	0.111	0.014	50.000
5.804	-1.337	-21.122	0.133	0.247	-0.002	98.000
8.966	0.056	-18.162	0.124	0.137	0.016	260.000
5.771	0.097	-20.895	0.129	0.187	0.034	424.000
4.734	-0.877	-20.254	0.137	0.188	-0.015	424.000
6.150	-0.189	-21.536	0.135	0.169	0.026	424.000
4.327	-0.280	-21.652	0.136	0.195	0.026	424.000
5.571	-0.340	-22.533	0.140	0.188	0.013	1323.000
3.834	-0.399	-21.541	0.139	0.202	0.048	1638.000
3.951	-0.945	-22.752	0.134	0.212	-0.032	1692.000
4.796	0.049	-22.910	0.142	0.202	0.042	2308.000
4.359	-0.128	-23.644	0.146	0.237	0.011	2404.000
5.796	-0.634	-23.941	0.144	0.252	-0.001	2404.000
4.040	-0.436	-23.745	0.148	0.260	0.076	2404.000
3.522	-0.351	-24.690	0.146	0.281	-0.047	3949.000
6.237	-0.677	-24.698	0.152	0.300	0.016	4636.000
2.358	-0.329	-22.961	0.155	0.298	0.014	4853.000
3.973	-0.253	-22.799	0.132	0.289	0.001	5260.000
1.903	-0.234	-24.057	0.146	0.286	0.048	5260.000
5.368	-0.288	-24.183	0.142	0.350	0.001	5260.000
5.362	-0.508	-23.156	0.141	0.362	0.050	6467.000
5.405	-0.098	-23.699	0.150	0.383	-0.019	6756.000
6.534	-0.384	-21.827	0.145	0.390	0.052	6756.000
6.574	-0.991	-22.847	0.136	0.384	-0.001	6756.000
4.532	-0.682	-23.094	0.144	0.392	0.002	7377.000
5.177	-0.403	-22.568	0.143	0.392	0.033	7558.000
2.737	-0.902	-23.821	0.138	0.396	0.006	7558.000
-1.561	-1.932	-20.262	0.130	0.449	0.019	7558.000
7.496	0.231	-22.857	0.130	0.293	0.022	7936.000
2.476	-1.092	-20.828	0.120	0.371	0.011	7979.000
4.132	0.024	-19.515	0.130	0.337	0.016	7979.000
2.547	-0.174	-20.588	0.125	0.314	0.019	7979.000
3.391	-0.243	-19.287	0.120	0.304	0.017	8000.000
0.669	-0.324	-19.219	0.124	0.257	0.007	7997.000
-1.772	-0.261	-18.866	0.126	0.196	0.007	7977.000
-5.241	-0.250	-21.435	0.127	0.253	-0.041	7977.000
-0.740	-0.354	-21.466	0.131	0.169	-0.001	7977.000
-1.639	-0.556	-20.614	0.113	0.264	-0.031	7625.000
-1.300	0.886	-20.328	0.122	0.197	-0.012	7477.000
-3.292	-0.720	-18.594	0.112	0.205	-0.014	7413.000
-0.672	-0.427	-17.762	0.111	0.193	-0.040	7413.000
-3.939	-0.183	-19.708	0.109	0.178	-0.000	7413.000
-0.732	-0.402	-16.721	0.102	0.129	-0.011	6548.000
-1.022	-0.322	-16.174	0.101	0.126	-0.008	6228.000
-3.079	0.475	-16.843	0.107	0.161	-0.040	6228.000
0.761	-0.427	-14.943	0.106	0.113	-0.003	6228.000
-3.894	-0.022	-16.957	0.100	0.124	-0.029	5032.000
0.050	-0.954	-13.371	0.094	0.072	0.029	4853.000
-3.168	0.251	-16.659	0.099	0.084	-0.048	3980.000
0.276	-0.145	-13.835	0.101	0.055	-0.000	3449.000
-0.755	0.823	-14.731	0.105	0.100	0.035	3449.000
-2.390	-0.180	-15.246	0.095	0.036	-0.049	3449.000
0.243	0.058	-13.417	0.090	0.051	0.023	3449.000
-2.492	0.530	-15.931	0.101	0.034	-0.026	1916.000
-0.649	-0.154	-13.398	0.089	0.040	-0.016	1563.000
-2.023	0.410	-16.584	0.109	0.045	0.009	1448.000
0.125	-0.890	-15.060	0.101	0.040	-0.028	1448.000
-2.745	-0.194	-16.326	0.099	0.034	-0.020	1448.000
0.696	-0.489	-13.419	0.095	0.014	0.014	564.000
-3.015	-0.392	-16.806	0.104	0.020	-0.036	394.000
-0.479	-0.372	-13.471	0.098	-0.017	-0.004	394.000
1.695	0.502	-13.200	0.100	-0.051	0.004	394.000
-5.493	-0.384	-15.804	0.092	0.002	-0.026	394.000
-3.767	0.325	-16.656	0.108	-0.058	-0.007	20.000
-2.286	0.328	-17.104	0.101	-0.032	-0.013	20.000
-3.569	-0.078	-16.514	0.105	-0.021	-0.011	20.000
-1.823	-0.137	-17.720	0.113	0.001	-0.012	0.000
-0.068	-0.133	-18.093	0.115	0.043	-0.014	1.000
-1.143	-0.128	-18.441	0.116	0.047	0.000	1.000
1.706	0.913	-17.003	0.090	0.052	0.032	116.000
8.632	1.149	-18.150	0.125	0.028	0.036	116.000
0.087	-0.928	-20.128	0.120	0.194	0.014	116.000
3.489	-0.180	-20.609	0.116	0.136	0.023	524.000
4.179	-0.139	-21.409	0.131	0.147	0.005	584.000
3.072	-0.505	-20.961	0.131	0.183	0.023	584.000
4.505	-0.017	-21.537	0.136	0.163	0.048	584.000
2.788	-0.318	-21.877	0.132	0.167	-0.045	1528.000
4.946	-0.152	-23.352	0.141	0.198	0.073	1813.000
4.610	-0.167	-23.636	0.146	0.210	0.010	1813.000
4.488	-0.623	-23.487	0.145	0.259	0.029	1813.000
4.621	-0.243	-24.356	0.149	0.242	-0.005	2926.000
5.607	-0.408	-25.058	0.153	0.257	0.059	3401.000
4.938	0.432	-25.298	0.163	0.300	-0.043	3401.000
3.148	-0.253	-25.827	0.159	0.268	0.085	3401.000
5.707	-0.011	-24.195	0.149	0.375	0.032	4843.000
3.688	-0.413	-25.139	0.162	0.309	0.047	5306.000
5.504	-0.520	-25.102	0.156	0.352	-0.021	5443.000
3.870	-0.247	-25.426	0.163	0.344	0.048	5443.000
3.248	-0.064	-25.759	0.159	0.347	-0.008	5443.000
3.085	-0.016	-26.404	0.159	0.369	0.057	6650.000
4.470	-0.318	-25.779	0.141	0.362	0.001	6650.000
2.578	-0.543	-24.556	0.143	0.371	0.002	7202.000
3.061	-0.117	-23.741	0.144	0.380	0.028	7406.000
4.171	0.021	-22.170	0.130	0.330	0.023	7406.000
4.320	0.173	-21.408	0.135	0.349	0.040	7736.000
-1.660	-1.073	-20.080	0.125	0.451	-0.000	7736.000
4.757	0.678	-19.791	0.135	0.301	0.023	7736.000
1.317	-1.006	-20.631	0.123	0.359	0.012	7983.000
4.224	0.119	-18.937	0.122	0.290	0.022	8000.000
0.557	-0.317	-20.028	0.127	0.264	0.024	7996.000
-1.360	-0.479	-17.865	0.124	0.206	-0.004	7955.000
-1.837	0.116	-20.469	0.130	0.266	-0.021	7955.000
-5.899	-2.166	-20.861	0.115	0.230	-0.026	7777.000
1.515	-0.185	-19.525	0.113	0.225	-0.001	7777.000
-1.725	0.606	-21.435	0.126	0.220	-0.035	7777.000
-4.001	-0.373	-19.215	0.119	0.210	-0.010	7203.000
-0.077	-0.014	-17.828	0.118	0.180	-0.024	7079.000
-0.988	-0.552	-17.105	0.115	0.138	0.006	7079.000
-1.592	-0.090	-17.160	0.102	0.154	-0.021	7079.000
-3.707	0.079	-17.515	0.112	0.140	-0.016	6158.000
0.955	-0.664	-15.351	0.103	0.132	-0.003	5737.000
-2.809	-0.138	-18.010	0.106	0.118	-0.029	5375.000
0.903	-0.785	-13.578	0.102	0.115	0.013	5375.000
-4.213	0.059	-17.500	0.101	0.086	0.032	5375.000
0.402	-1.070	-14.396	0.086	0.084	-0.034	3953.000
-1.510	0.034	-16.066	0.108	0.101	-0.046	3634.000
-1.395	-0.249	-15.351	0.101	0.074	0.054	3347.000
-0.646	0.070	-14.014	0.094	0.035	-0.006	3347.000
-2.624	-0.568	-16.800	0.091	0.057	-0.056	2171.000
-1.104	0.051	-15.765	0.111	0.067	0.034	1835.000
-0.761	0.408	-17.076	0.108	0.065	-0.031	1627.000
-0.215	-0.468	-16.616	0.102	0.054	-0.026	1627.000
-0.175	0.097	-14.853	0.107	0.047	-0.001	1627.000
-1.636	0.071	-16.371	0.104	0.040	-0.022	716.000
0.748	0.064	-15.948	0.109	0.024	-0.000	662.000
-1.766	-0.297	-15.811	0.101	0.034	-0.024	662.000
-0.600	-0.521	-16.500	0.101	-0.020	0.004	662.000
4.983	0.939	-13.453	0.105	-0.076	0.003	140.000
-5.419	-0.752	-17.787	0.107	0.008	-0.017	82.000
-2.838	0.390	-17.654	0.116	-0.057	-0.003	82.000
-2.590	-0.165	-17.096	0.103	-0.024	-0.017	82.000
-3.120	-0.166	-16.345	0.109	-0.039	-0.006	0.000
-1.210	-0.174	-18.994	0.122	0.028	-0.006	16.000
4.662	-0.270	-20.305	0.123	0.144	-0.004	41.000
6.742	0.007	-18.749	0.144	0.148	0.032	105.000
-2.338	-1.170	-20.561	0.121	0.311	-0.012	246.000
5.055	-0.760	-20.414	0.134	0.098	0.029	271.000
3.800	-0.048	-21.171	0.137	0.140	0.033	582.000
4.794	-0.010	-20.663	0.133	0.154	0.003	636.000
3.588	-0.018	-22.616	0.136	0.145	0.031	636.000
3.884	-0.187	-21.596	0.140	0.174	0.016	636.000
4.399	-0.405	-23.213	0.140	0.181	0.008	1531.000
4.894	-0.198	-23.008	0.149	0.218	0.033	1760.000
4.799	-0.122	-23.999	0.149	0.251	0.043	1760.000
5.478	-0.489	-24.151	0.148	0.245	0.005	1760.000
5.654	-0.374	-24.961	0.155	0.253	0.002	2914.000
3.304	-0.117	-23.700	0.154	0.257	0.082	3200.000
5.278	-0.166	-24.683	0.144	0.292	-0.043	3912.000
3.531	-0.118	-23.723	0.163	0.303	0.060	4250.000
3.365	0.253	-24.775	0.157	0.278	0.034	4250.000
5.404	-0.845	-25.237	0.145	0.335	-0.014	5437.000
4.706	-0.110	-25.895	0.158	0.336	0.045	5775.000
5.850	-0.381	-24.121	0.148	0.376	0.010	6157.000
5.345	-0.854	-24.856	0.156	0.373	0.004	6157.000
5.693	-0.348	-24.595	0.161	0.371	0.051	6755.000
4.966	-0.593	-22.893	0.143	0.350	-0.028	7046.000
4.733	-0.213	-22.746	0.145	0.350	0.035	7108.000
4.293	0.245	-23.373	0.150	0.355	0.052	7108.000
4.451	-0.178	-23.189	0.143	0.373	0.010	7108.000
4.658	-0.552	-22.082	0.132	0.344	0.039	7746.000
7.920	0.289	-24.260	0.140	0.277	0.031	7746.000
3.318	-0.301	-21.582	0.140	0.411	0.009	7746.000
6.223	0.345	-20.996	0.143	0.399	0.037	7980.000
3.463	-0.888	-22.365	0.134	0.374	0.001	8000.000
5.050	-0.413	-21.081	0.129	0.351	0.017	8000.000
3.712	-0.399	-20.814	0.129	0.344	0.001	8000.000
2.084	-0.356	-21.063	0.128	0.321	0.030	8000.000
-1.525	-0.183	-19.858	0.129	0.199	-0.012	7979.000
-1.820	-0.298	-20.163	0.126	0.294	0.002	7979.000
-3.368	-0.139	-21.479	0.138	0.164	-0.045	7979.000
-1.534	0.398	-21.746	0.132	0.236	-0.007	7700.000
-2.200	-1.025	-19.546	0.108	0.241	-0.037	7551.000
0.737	0.045	-17.744	0.117	0.158	-0.012	7384.000
-1.055	-0.779	-18.718	0.118	0.193	-0.018	7384.000
1.785	-0.709	-16.211	0.109	0.147	-0.005	7384.000
-2.972	-0.053	-19.779	0.110	0.167	-0.005	6644.000
-1.271	-0.329	-15.702	0.108	0.129	0.005	6413.000
-0.585	-0.347	-15.803	0.100	0.147	-0.043	6192.000
-2.300	0.241	-17.311	0.111	0.112	-0.002	6192.000
0.344	-0.379	-14.557	0.103	0.121	0.011	5155.000
-4.016	0.085	-16.740	0.106	0.099	-0.031	4700.000
-0.433	-0.402	-15.374	0.095	0.092	0.013	4504.000
-0.152	-0.815	-14.702	0.099	0.078	-0.043	3939.000
-2.208	-0.888	-16.962	0.098	0.108	0.021	3939.000
-0.464	-0.713	-14.080	0.091	0.045	0.023	3939.000
-0.570	-1.299	-17.230	0.093	0.044	-0.078	2372.000
-1.816	-0.344	-17.802	0.108	0.099	-0.003	2064.000
1.191	-0.225	-15.459	0.101	0.079	0.014	2064.000
-0.838	-0.160	-18.176	0.108	0.063	-0.043	1328.000
-0.699	-0.343	-15.151	0.105	0.040	0.003	1101.000
-2.131	-0.322	-15.895	0.099	0.017	0.008	1101.000
-1.891	-0.719	-15.532	0.103	0.013	-0.016	1101.000
-1.081	-0.506	-15.518	0.104	0.002	-0.013	441.000
-1.679	-0.488	-15.580	0.103	0.017	-0.006	299.000
-6.579	-1.167	-16.856	0.106	0.072	-0.031	261.000
-0.184	0.510	-17.936	0.123	-0.035	-0.015	261.000
-5.893	-0.656	-17.904	0.112	0.044	-0.021	261.000
-1.979	0.075	-17.859	0.107	-0.005	-0.029	0.000
-2.617	0.106	-20.121	0.124	-0.019	-0.002	1.000
-1.792	0.086	-19.003	0.122	-0.003	0.000	45.000
1.889	0.209	-21.054	0.113	0.161	-0.004	45.000
-3.175	-1.270	-19.967	0.129	0.256	0.021	45.000
9.201	0.972	-20.467	0.130	0.111	-0.006	339.000
4.978	-0.450	-21.568	0.132	0.210	0.021	386.000
5.029	-0.265	-20.824	0.134	0.182	0.026	386.000
5.856	0.018	-22.158	0.137	0.176	0.007	386.000
5.405	-0.553	-22.830	0.139	0.208	0.022	1172.000
5.147	-0.386	-23.146	0.136	0.198	0.011	1172.000
5.241	-0.235	-22.795	0.142	0.212	0.033	1172.000
4.363	-0.397	-23.355	0.146	0.219	-0.010	2139.000
5.082	0.041	-23.494	0.143	0.218	0.062	2524.000
2.866	-0.271	-24.406	0.143	0.246	0.009	2974.000
5.609	-0.522	-23.451	0.146	0.307	0.011	3263.000
5.292	-1.196	-24.555	0.146	0.261	0.029	3263.000
4.063	-0.127	-25.632	0.149	0.300	0.001	3263.000
7.095	0.009	-24.098	0.154	0.366	0.090	4866.000
4.197	-0.610	-24.958	0.162	0.324	-0.027	5009.000
4.925	-0.043	-25.888	0.158	0.345	0.035	5009.000
3.188	0.024	-25.137	0.157	0.326	0.060	5838.000
3.949	-0.048	-24.955	0.145	0.360	-0.026	5838.000
4.623	-0.027	-25.770	0.152	0.366	0.062	5838.000
4.858	-0.112	-23.899	0.155	0.383	-0.000	6724.000
6.466	-0.429	-23.937	0.154	0.373	0.038	7221.000
6.225	-0.284	-24.031	0.153	0.375	0.010	7340.000
4.378	-0.443	-22.168	0.146	0.401	0.001	7564.000
3.591	-0.889	-21.357	0.134	0.377	-0.003	7564.000
10.450	-0.112	-23.842	0.141	0.267	0.049	7831.000
-0.197	-1.076	-20.838	0.119	0.346	0.007	7911.000
3.827	0.065	-20.094	0.125	0.288	0.024	7950.000
2.349	-0.564	-21.405	0.118	0.319	-0.004	7950.000
3.279	-0.260	-19.323	0.126	0.301	0.020	7950.000
2.635	-0.419	-20.314	0.126	0.318	0.010	8000.000
1.981	-0.455	-19.996	0.116	0.268	0.011	7993.000
-0.251	0.090	-18.795	0.117	0.223	-0.014	7983.000
0.916	-1.623	-21.116	0.143	0.284	-0.028	7983.000
5.334	1.331	-20.059	0.135	0.130	-0.010	7983.000
-4.460	-0.937	-19.929	0.111	0.229	-0.050	7719.000
0.339	-0.757	-16.994	0.122	0.163	-0.008	7507.000
-0.610	-0.927	-15.891	0.116	0.162	-0.022	7399.000
-1.212	-0.771	-16.072	0.106	0.157	-0.006	7399.000
-3.703	0.211	-17.177	0.106	0.182	-0.004	6810.000
-1.081	-0.029	-16.957	0.109	0.138	-0.015	6572.000
-0.494	-0.115	-17.459	0.107	0.144	-0.028	6572.000
-3.486	0.361	-17.664	0.117	0.128	-0.008	6572.000
-0.454	-0.756	-15.308	0.099	0.139	-0.032	5414.000
-2.973	0.264	-16.700	0.113	0.084	0.009	5122.000
-0.993	-0.094	-16.143	0.097	0.101	-0.003	5122.000
-0.544	-0.395	-14.397	0.104	0.105	-0.011	5122.000
-1.202	-0.223	-17.810	0.099	0.073	-0.052	3539.000
-0.306	-0.163	-14.409	0.104	0.064	0.067	3100.000
-1.569	0.147	-15.867	0.096	0.083	-0.057	2809.000
-1.496	-1.009	-17.348	0.103	0.086	-0.050	2809.000
1.214	-0.036	-13.770	0.100	0.038	0.060	2809.000
-0.549	-0.374	-16.738	0.098	0.070	-0.059	1653.000
-1.320	-0.358	-13.950	0.102	0.046	-0.012	1297.000
-1.294	0.618	-14.744	0.107	0.021	0.033	979.000
-2.814	-0.319	-17.173	0.107	0.024	-0.064	922.000
-2.212	-0.170	-16.157	0.108	0.009	0.015	922.000
-1.060	-0.055	-16.122	0.103	0.000	-0.016	922.000
-1.955	-0.324	-17.521	0.106	-0.005	-0.031	293.000
-5.468	0.305	-16.502	0.113	0.001	-0.007	293.000
-3.299	0.156	-19.171	0.117	0.049	-0.053	293.000
-2.272	-0.750	-16.459	0.107	0.020	-0.015	14.000
-0.661	0.555	-19.757	0.126	0.001	-0.010	14.000
-3.812	-0.201	-19.053	0.119	-0.019	-0.026	14.000
-2.847	0.127	-18.057	0.115	-0.036	-0.010	14.000
-1.885	-0.081	-18.551	0.119	0.007	-0.013	2.000
3.462	-0.159	-19.021	0.128	0.075	0.007	13.000
-2.268	-0.108	-19.036	0.112	0.068	-0.002	13.000
4.946	-0.278	-21.552	0.113	0.067	0.018	13.000
-0.441	-1.545	-18.978	0.117	0.105	0.031	327.000
3.785	0.678	-21.069	0.130	0.108	0.007	508.000
1.624	-0.125	-21.633	0.128	0.170	0.011	508.000
4.459	0.463	-20.824	0.136	0.149	0.029	508.000
3.038	-0.285	-22.297	0.136	0.180	0.012	1167.000
5.787	-0.600	-23.391	0.141	0.173	0.026	1421.000
4.540	-0.170	-23.163	0.144	0.224	-0.019	1593.000
4.805	-0.283	-23.653	0.147	0.235	0.068	1593.000
4.904	-0.439	-24.127	0.146	0.229	-0.009	2516.000
4.954	-0.297	-23.491	0.153	0.292	0.037	2919.000
4.121	0.153	-25.175	0.157	0.259	0.070	3375.000
7.256	-0.464	-24.740	0.142	0.301	-0.008	3841.000
2.225	-0.541	-22.920	0.145	0.233	-0.005	3841.000
4.386	-0.191	-24.120	0.136	0.315	0.041	3841.000
4.565	-0.250	-24.527	0.157	0.336	0.041	5271.000
5.383	-0.276	-24.494	0.156	0.368	0.042	5378.000
5.402	-0.338	-25.090	0.153	0.363	-0.025	5378.000
4.861	0.097	-24.403	0.160	0.350	0.102	5378.000
3.779	-0.379	-24.401	0.152	0.356	-0.034	6728.000
2.973	-0.249	-24.522	0.149	0.338	0.039	6950.000
2.339	0.094	-22.367	0.135	0.314	0.004	7048.000
4.744	-0.011	-20.730	0.130	0.319	0.034	7048.000
2.542	-0.089	-23.067	0.133	0.346	0.006	7048.000
5.428	-0.278	-22.959	0.135	0.331	0.035	7678.000
7.854	1.458	-19.736	0.140	0.304	0.013	7678.000
1.626	-1.169	-22.679	0.132	0.382	0.014	7678.000
7.464	-0.559	-21.667	0.135	0.340	0.000	7979.000
3.340	-0.445	-20.503	0.129	0.332	0.030	7979.000
3.835	-0.503	-20.504	0.125	0.349	0.006	7979.000
4.039	-0.367	-21.060	0.131	0.347	0.024	7979.000
4.366	-0.460	-20.557	0.127	0.342	0.001	8000.000
0.876	-0.144	-21.767	0.129	0.288	0.021	7989.000
-2.036	-0.215	-18.912	0.118	0.239	-0.025	7959.000
2.377	-0.894	-21.317	0.148	0.259	-0.001	7959.000
1.585	0.919	-18.351	0.133	0.175	-0.031	7959.000
